date_key,sku,category,region,channel,units,revenue_eur,cogs_eur,gross_margin_eur
20251101,SKU-0048,Pantry,North,Wholesale,124.9,468.38,147.38,321.0
20251201,SKU-0048,Pantry,North,Wholesale,228.4,856.5,269.51,586.99
20260101,SKU-0048,Pantry,North,Wholesale,227.1,851.62,267.98,583.64
20260201,SKU-0048,Pantry,North,Wholesale,261.3,979.88,308.33,671.55
20260301,SKU-0048,Pantry,North,Wholesale,121.4,455.25,143.25,312.0
20260401,SKU-0048,Pantry,North,Wholesale,330.9,1240.88,390.46,850.42
20260501,SKU-0048,Pantry,North,Wholesale,188.8,708.0,222.78,485.22
20260601,SKU-0048,Pantry,North,Wholesale,376.8,1413.0,444.62,968.38
20240701,SKU-0049,Beverages,Central,Wholesale,127.4,963.14,310.86,652.28
20240801,SKU-0049,Beverages,Central,Wholesale,136.8,1034.21,333.79,700.42
20240901,SKU-0049,Beverages,Central,Wholesale,133.4,1008.5,325.5,683.0
20241001,SKU-0049,Beverages,Central,Wholesale,131.4,993.38,320.62,672.76
20241101,SKU-0049,Beverages,Central,Wholesale,164.9,1246.64,402.36,844.28
20241201,SKU-0049,Beverages,Central,Wholesale,188.5,1425.06,459.94,965.12
20250101,SKU-0049,Beverages,Central,Wholesale,280.1,2117.56,683.44,1434.12
20250201,SKU-0049,Beverages,Central,Wholesale,260.2,1967.11,634.89,1332.22
20250301,SKU-0049,Beverages,Central,Wholesale,180.3,1363.07,439.93,923.14
20250401,SKU-0049,Beverages,Central,Wholesale,225.4,1704.02,549.98,1154.04
20250501,SKU-0049,Beverages,Central,Wholesale,141.9,1072.76,346.24,726.52
20250601,SKU-0049,Beverages,Central,Wholesale,239.3,1809.11,583.89,1225.22
20250701,SKU-0049,Beverages,Central,Wholesale,223.2,1687.39,544.61,1142.78
20250801,SKU-0049,Beverages,Central,Wholesale,135.3,1022.87,330.13,692.74
20250901,SKU-0049,Beverages,Central,Wholesale,139.3,1053.11,339.89,713.22
20251001,SKU-0049,Beverages,Central,Wholesale,203.3,1536.95,496.05,1040.9
20251101,SKU-0049,Beverages,Central,Wholesale,236.6,1788.7,577.3,1211.4
20251201,SKU-0049,Beverages,Central,Wholesale,274.2,2072.95,669.05,1403.9
20260101,SKU-0049,Beverages,Central,Wholesale,286.5,2165.94,699.06,1466.88
20260201,SKU-0049,Beverages,Central,Wholesale,376.8,2848.61,919.39,1929.22
20260301,SKU-0049,Beverages,Central,Wholesale,231.9,1753.16,565.84,1187.32
20260401,SKU-0049,Beverages,Central,Wholesale,191.9,1450.76,468.24,982.52
20260501,SKU-0049,Beverages,Central,Wholesale,232.2,1755.43,566.57,1188.86
20260601,SKU-0049,Beverages,Central,Wholesale,331.7,2507.65,809.35,1698.3
20240701,SKU-0050,Snacks,South,Wholesale,73.0,260.61,71.54,189.07
20240801,SKU-0050,Snacks,South,Wholesale,17.3,61.76,16.95,44.81
20240901,SKU-0050,Snacks,South,Wholesale,71.6,255.61,70.17,185.44
20241001,SKU-0050,Snacks,South,Wholesale,39.0,139.23,38.22,101.01
20241101,SKU-0050,Snacks,South,Wholesale,25.3,90.32,24.79,65.53
20241201,SKU-0050,Snacks,South,Wholesale,60.2,214.91,59.0,155.91
20250101,SKU-0050,Snacks,South,Wholesale,0.0,0.0,0.0,0.0
20250201,SKU-0050,Snacks,South,Wholesale,40.1,143.16,39.3,103.86
20250301,SKU-0050,Snacks,South,Wholesale,53.4,190.64,52.33,138.31
20250401,SKU-0050,Snacks,South,Wholesale,36.0,128.52,35.28,93.24
20250501,SKU-0050,Snacks,South,Wholesale,42.2,150.65,41.36,109.29
20250601,SKU-0050,Snacks,South,Wholesale,36.9,131.73,36.16,95.57
20250701,SKU-0050,Snacks,South,Wholesale,52.0,185.64,50.96,134.68
20250801,SKU-0050,Snacks,South,Wholesale,54.0,192.78,52.92,139.86
20250901,SKU-0050,Snacks,South,Wholesale,46.2,164.93,45.28,119.65
20251001,SKU-0050,Snacks,South,Wholesale,66.3,236.69,64.97,171.72
20251101,SKU-0050,Snacks,South,Wholesale,79.0,282.03,77.42,204.61
20251201,SKU-0050,Snacks,South,Wholesale,26.3,93.89,25.77,68.12
20260101,SKU-0050,Snacks,South,Wholesale,45.3,161.72,44.39,117.33
20260201,SKU-0050,Snacks,South,Wholesale,95.2,339.86,93.3,246.56
20260301,SKU-0050,Snacks,South,Wholesale,89.2,318.44,87.42,231.02
20260401,SKU-0050,Snacks,South,Wholesale,35.5,126.74,34.79,91.95
20260501,SKU-0050,Snacks,South,Wholesale,48.8,174.22,47.82,126.4
20260601,SKU-0050,Snacks,South,Wholesale,26.2,93.53,25.68,67.85
20240701,SKU-0051,Dairy,Central,Retail,86.7,354.6,139.59,215.01
20240801,SKU-0051,Dairy,Central,Retail,104.3,426.59,167.92,258.67
20240901,SKU-0051,Dairy,Central,Retail,44.0,179.96,70.84,109.12
20241001,SKU-0051,Dairy,Central,Retail,61.7,252.35,99.34,153.01
20241101,SKU-0051,Dairy,Central,Retail,44.7,182.82,71.97,110.85
20241201,SKU-0051,Dairy,Central,Retail,54.0,220.86,86.94,133.92
20250101,SKU-0051,Dairy,Central,Retail,64.5,263.8,103.85,159.95
20250201,SKU-0051,Dairy,Central,Retail,31.4,128.43,50.55,77.88
20250301,SKU-0051,Dairy,Central,Retail,50.4,206.14,81.14,125.0
20250401,SKU-0051,Dairy,Central,Retail,32.8,134.15,52.81,81.34
20250501,SKU-0051,Dairy,Central,Retail,79.9,326.79,128.64,198.15
20250601,SKU-0051,Dairy,Central,Retail,102.3,418.41,164.7,253.71
20250701,SKU-0051,Dairy,Central,Retail,78.5,321.06,126.38,194.68
20250801,SKU-0051,Dairy,Central,Retail,54.3,222.09,87.42,134.67
20250901,SKU-0051,Dairy,Central,Retail,61.9,253.17,99.66,153.51
20251001,SKU-0051,Dairy,Central,Retail,81.8,334.56,131.7,202.86
20251101,SKU-0051,Dairy,Central,Retail,68.5,280.16,110.29,169.87
20251201,SKU-0051,Dairy,Central,Retail,56.5,231.08,90.96,140.12
20260101,SKU-0051,Dairy,Central,Retail,66.0,269.94,106.26,163.68
20260201,SKU-0051,Dairy,Central,Retail,67.0,274.03,107.87,166.16
20260301,SKU-0051,Dairy,Central,Retail,33.2,135.79,53.45,82.34
20260401,SKU-0051,Dairy,Central,Retail,68.3,279.35,109.96,169.39
20260501,SKU-0051,Dairy,Central,Retail,78.3,320.25,126.06,194.19
20260601,SKU-0051,Dairy,Central,Retail,81.3,332.52,130.89,201.63
20240701,SKU-0052,Frozen,Central,Retail,260.3,2566.56,809.53,1757.03
20240801,SKU-0052,Frozen,Central,Retail,397.6,3920.34,1236.54,2683.8
20240901,SKU-0052,Frozen,Central,Retail,222.5,2193.85,691.98,1501.87
20241001,SKU-0052,Frozen,Central,Retail,299.8,2956.03,932.38,2023.65
20241101,SKU-0052,Frozen,Central,Retail,195.1,1923.69,606.76,1316.93
20241201,SKU-0052,Frozen,Central,Retail,247.3,2438.38,769.1,1669.28
20250101,SKU-0052,Frozen,Central,Retail,237.9,2345.69,739.87,1605.82
20250201,SKU-0052,Frozen,Central,Retail,120.7,1190.1,375.38,814.72
20250301,SKU-0052,Frozen,Central,Retail,312.3,3079.28,971.25,2108.03
20250401,SKU-0052,Frozen,Central,Retail,397.8,3922.31,1237.16,2685.15
20250501,SKU-0052,Frozen,Central,Retail,314.4,3099.98,977.78,2122.2
20250601,SKU-0052,Frozen,Central,Retail,211.2,2082.43,656.83,1425.6
20250701,SKU-0052,Frozen,Central,Retail,332.0,3273.52,1032.52,2241.0
20250801,SKU-0052,Frozen,Central,Retail,422.2,4162.89,1313.04,2849.85
20250901,SKU-0052,Frozen,Central,Retail,451.1,4447.85,1402.92,3044.93
20251001,SKU-0052,Frozen,Central,Retail,407.3,4015.98,1266.7,2749.28
20251101,SKU-0052,Frozen,Central,Retail,242.8,2394.01,755.11,1638.9
20251201,SKU-0052,Frozen,Central,Retail,363.7,3586.08,1131.11,2454.97
20260101,SKU-0052,Frozen,Central,Retail,350.2,3452.97,1089.12,2363.85
20260201,SKU-0052,Frozen,Central,Retail,336.4,3316.9,1046.2,2270.7
20260301,SKU-0052,Frozen,Central,Retail,357.4,3523.96,1111.51,2412.45
20260401,SKU-0052,Frozen,Central,Retail,243.7,2402.88,757.91,1644.97
20260501,SKU-0052,Frozen,Central,Retail,414.0,4082.04,1287.54,2794.5
20260601,SKU-0052,Frozen,Central,Retail,381.1,3757.65,1185.22,2572.43
20240701,SKU-0053,Household,Central,Wholesale,72.0,739.44,182.16,557.28
20240801,SKU-0053,Household,Central,Wholesale,74.3,763.06,187.98,575.08
20240901,SKU-0053,Household,Central,Wholesale,62.5,641.88,158.12,483.76
20241001,SKU-0053,Household,Central,Wholesale,48.2,495.01,121.95,373.06
20241101,SKU-0053,Household,Central,Wholesale,43.6,447.77,110.31,337.46
20241201,SKU-0053,Household,Central,Wholesale,88.1,904.79,222.89,681.9
20250101,SKU-0053,Household,Central,Wholesale,113.0,1160.51,285.89,874.62
20250201,SKU-0053,Household,Central,Wholesale,73.0,749.71,184.69,565.02
20250301,SKU-0053,Household,Central,Wholesale,65.9,676.79,166.73,510.06
20250401,SKU-0053,Household,Central,Wholesale,49.1,504.26,124.22,380.04
20250501,SKU-0053,Household,Central,Wholesale,82.4,846.25,208.47,637.78
20250601,SKU-0053,Household,Central,Wholesale,28.4,291.67,71.85,219.82
20250701,SKU-0053,Household,Central,Wholesale,94.8,973.6,239.84,733.76
20250801,SKU-0053,Household,Central,Wholesale,84.4,866.79,213.53,653.26
20250901,SKU-0053,Household,Central,Wholesale,54.7,561.77,138.39,423.38
20251001,SKU-0053,Household,Central,Wholesale,58.4,599.77,147.75,452.02
20251101,SKU-0053,Household,Central,Wholesale,83.8,860.63,212.01,648.62
20251201,SKU-0053,Household,Central,Wholesale,130.0,1335.1,328.9,1006.2
20260101,SKU-0053,Household,Central,Wholesale,70.8,727.12,179.12,548.0
20260201,SKU-0053,Household,Central,Wholesale,78.6,807.22,198.86,608.36
20260301,SKU-0053,Household,Central,Wholesale,79.8,819.55,201.89,617.66
20260401,SKU-0053,Household,Central,Wholesale,79.0,811.33,199.87,611.46
20260501,SKU-0053,Household,Central,Wholesale,84.5,867.82,213.78,654.04
20260601,SKU-0053,Household,Central,Wholesale,51.2,525.82,129.54,396.28
20240701,SKU-0054,Personal Care,Central,Online,391.4,5518.74,1906.12,3612.62
20240801,SKU-0054,Personal Care,Central,Online,259.8,3663.18,1265.23,2397.95
20240901,SKU-0054,Personal Care,Central,Online,293.1,4132.71,1427.4,2705.31
20241001,SKU-0054,Personal Care,Central,Online,199.3,2810.13,970.59,1839.54
20241101,SKU-0054,Personal Care,Central,Online,216.3,3049.83,1053.38,1996.45
20241201,SKU-0054,Personal Care,Central,Online,269.8,3804.18,1313.93,2490.25
20250101,SKU-0054,Personal Care,Central,Online,162.7,2294.07,792.35,1501.72
20250201,SKU-0054,Personal Care,Central,Online,232.5,3278.25,1132.28,2145.97
20250301,SKU-0054,Personal Care,Central,Online,284.8,4015.68,1386.98,2628.7
20250401,SKU-0054,Personal Care,Central,Online,397.8,5608.98,1937.29,3671.69
20250501,SKU-0054,Personal Care,Central,Online,351.5,4956.15,1711.8,3244.35
20250601,SKU-0054,Personal Care,Central,Online,317.7,4479.57,1547.2,2932.37
20250701,SKU-0054,Personal Care,Central,Online,260.7,3675.87,1269.61,2406.26
20250801,SKU-0054,Personal Care,Central,Online,342.4,4827.84,1667.49,3160.35
20250901,SKU-0054,Personal Care,Central,Online,448.7,6326.67,2185.17,4141.5
20251001,SKU-0054,Personal Care,Central,Online,212.9,3001.89,1036.82,1965.07
20251101,SKU-0054,Personal Care,Central,Online,306.1,4316.01,1490.71,2825.3
20251201,SKU-0054,Personal Care,Central,Online,333.1,4696.71,1622.2,3074.51
20260101,SKU-0054,Personal Care,Central,Online,253.9,3579.99,1236.49,2343.5
20260201,SKU-0054,Personal Care,Central,Online,289.5,4081.95,1409.86,2672.09
20260301,SKU-0054,Personal Care,Central,Online,217.8,3070.98,1060.69,2010.29
20260401,SKU-0054,Personal Care,Central,Online,201.8,2845.38,982.77,1862.61
20260501,SKU-0054,Personal Care,Central,Online,222.8,3141.48,1085.04,2056.44
20260601,SKU-0054,Personal Care,Central,Online,151.2,2131.92,736.34,1395.58
20240701,SKU-0055,Confectionery,East,Retail,111.4,349.8,119.2,230.6
20240801,SKU-0055,Confectionery,East,Retail,105.3,330.64,112.67,217.97
20240901,SKU-0055,Confectionery,East,Retail,135.5,425.47,144.99,280.48
20241001,SKU-0055,Confectionery,East,Retail,125.0,392.5,133.75,258.75
20241101,SKU-0055,Confectionery,East,Retail,132.4,415.74,141.67,274.07
20241201,SKU-0055,Confectionery,East,Retail,142.0,445.88,151.94,293.94
20250101,SKU-0055,Confectionery,East,Retail,137.0,430.18,146.59,283.59
20250201,SKU-0055,Confectionery,East,Retail,135.5,425.47,144.99,280.48
20250301,SKU-0055,Confectionery,East,Retail,150.3,471.94,160.82,311.12
20250401,SKU-0055,Confectionery,East,Retail,161.1,505.85,172.38,333.47
20250501,SKU-0055,Confectionery,East,Retail,120.9,379.63,129.36,250.27
20250601,SKU-0055,Confectionery,East,Retail,129.4,406.32,138.46,267.86
20250701,SKU-0055,Confectionery,East,Retail,117.0,367.38,125.19,242.19
20250801,SKU-0055,Confectionery,East,Retail,120.0,376.8,128.4,248.4
20250901,SKU-0055,Confectionery,East,Retail,124.4,390.62,133.11,257.51
20251001,SKU-0055,Confectionery,East,Retail,157.7,495.18,168.74,326.44
20251101,SKU-0055,Confectionery,East,Retail,141.3,443.68,151.19,292.49
20251201,SKU-0055,Confectionery,East,Retail,149.0,467.86,159.43,308.43
20260101,SKU-0055,Confectionery,East,Retail,132.7,416.68,141.99,274.69
20260201,SKU-0055,Confectionery,East,Retail,140.6,441.48,150.44,291.04
20260301,SKU-0055,Confectionery,East,Retail,148.1,465.03,158.47,306.56
20260401,SKU-0055,Confectionery,East,Retail,119.1,373.97,127.44,246.53
20260501,SKU-0055,Confectionery,East,Retail,127.9,401.61,136.85,264.76
20260601,SKU-0055,Confectionery,East,Retail,153.4,481.68,164.14,317.54
20240701,SKU-0056,Pantry,East,Wholesale,31.6,90.69,36.02,54.67
20240801,SKU-0056,Pantry,East,Wholesale,92.7,266.05,105.68,160.37
20240901,SKU-0056,Pantry,East,Wholesale,160.0,459.2,182.4,276.8
20241001,SKU-0056,Pantry,East,Wholesale,65.7,188.56,74.9,113.66
20241101,SKU-0056,Pantry,East,Wholesale,92.1,264.33,104.99,159.34
20241201,SKU-0056,Pantry,East,Wholesale,82.8,237.64,94.39,143.25
20250101,SKU-0056,Pantry,East,Wholesale,58.9,169.04,67.15,101.89
20250201,SKU-0056,Pantry,East,Wholesale,119.7,343.54,136.46,207.08
20250301,SKU-0056,Pantry,East,Wholesale,119.5,342.96,136.23,206.73
20250401,SKU-0056,Pantry,East,Wholesale,65.2,187.12,74.33,112.79
20250501,SKU-0056,Pantry,East,Wholesale,139.6,400.65,159.14,241.51
20250601,SKU-0056,Pantry,East,Wholesale,98.0,281.26,111.72,169.54
20250701,SKU-0056,Pantry,East,Wholesale,88.6,254.28,101.0,153.28
20250801,SKU-0056,Pantry,East,Wholesale,176.6,506.84,201.32,305.52
20250901,SKU-0056,Pantry,East,Wholesale,95.8,274.95,109.21,165.74
20251001,SKU-0056,Pantry,East,Wholesale,124.2,356.45,141.59,214.86
20251101,SKU-0056,Pantry,East,Wholesale,131.4,377.12,149.8,227.32
20251201,SKU-0056,Pantry,East,Wholesale,95.5,274.09,108.87,165.22
20260101,SKU-0056,Pantry,East,Wholesale,100.3,287.86,114.34,173.52
20260201,SKU-0056,Pantry,East,Wholesale,151.5,434.8,172.71,262.09
20260301,SKU-0056,Pantry,East,Wholesale,132.8,381.14,151.39,229.75
20260401,SKU-0056,Pantry,East,Wholesale,200.4,575.15,228.46,346.69
20260501,SKU-0056,Pantry,East,Wholesale,85.9,246.53,97.93,148.6
20260601,SKU-0056,Pantry,East,Wholesale,138.7,398.07,158.12,239.95
20240701,SKU-0057,Beverages,North,Wholesale,86.8,609.34,158.84,450.5
20240801,SKU-0057,Beverages,North,Wholesale,66.4,466.13,121.51,344.62
20240901,SKU-0057,Beverages,North,Wholesale,63.3,444.37,115.84,328.53
20241001,SKU-0057,Beverages,North,Wholesale,82.3,577.75,150.61,427.14
20241101,SKU-0057,Beverages,North,Wholesale,73.0,512.46,133.59,378.87
20241201,SKU-0057,Beverages,North,Wholesale,90.6,636.01,165.8,470.21
20250101,SKU-0057,Beverages,North,Wholesale,89.6,628.99,163.97,465.02
20250201,SKU-0057,Beverages,North,Wholesale,119.6,839.59,218.87,620.72
20250301,SKU-0057,Beverages,North,Wholesale,128.8,904.18,235.7,668.48
20250401,SKU-0057,Beverages,North,Wholesale,121.5,852.93,222.34,630.59
20250501,SKU-0057,Beverages,North,Wholesale,102.7,720.95,187.94,533.01
20250601,SKU-0057,Beverages,North,Wholesale,98.9,694.28,180.99,513.29
20250701,SKU-0057,Beverages,North,Wholesale,75.6,530.71,138.35,392.36
20250801,SKU-0057,Beverages,North,Wholesale,90.4,634.61,165.43,469.18
20250901,SKU-0057,Beverages,North,Wholesale,70.4,494.21,128.83,365.38
20251001,SKU-0057,Beverages,North,Wholesale,79.8,560.2,146.03,414.17
20251101,SKU-0057,Beverages,North,Wholesale,88.4,620.57,161.77,458.8
20251201,SKU-0057,Beverages,North,Wholesale,96.4,676.73,176.41,500.32
20260101,SKU-0057,Beverages,North,Wholesale,105.4,739.91,192.88,547.03
20260201,SKU-0057,Beverages,North,Wholesale,104.9,736.4,191.97,544.43
20260301,SKU-0057,Beverages,North,Wholesale,120.7,847.31,220.88,626.43
20260401,SKU-0057,Beverages,North,Wholesale,151.2,1061.42,276.7,784.72
20260501,SKU-0057,Beverages,North,Wholesale,109.4,767.99,200.2,567.79
20260601,SKU-0057,Beverages,North,Wholesale,92.0,645.84,168.36,477.48
20240701,SKU-0058,Snacks,West,Retail,207.3,818.84,199.01,619.83
20240801,SKU-0058,Snacks,West,Retail,67.7,267.42,64.99,202.43
20240901,SKU-0058,Snacks,West,Retail,166.4,657.28,159.74,497.54
20241001,SKU-0058,Snacks,West,Retail,127.1,502.04,122.02,380.02
20241101,SKU-0058,Snacks,West,Retail,118.4,467.68,113.66,354.02
20241201,SKU-0058,Snacks,West,Retail,159.4,629.63,153.02,476.61
20250101,SKU-0058,Snacks,West,Retail,229.8,907.71,220.61,687.1
20250201,SKU-0058,Snacks,West,Retail,116.4,459.78,111.74,348.04
20250301,SKU-0058,Snacks,West,Retail,245.7,970.52,235.87,734.65
20250401,SKU-0058,Snacks,West,Retail,101.3,400.14,97.25,302.89
20250501,SKU-0058,Snacks,West,Retail,146.9,580.26,141.02,439.24
20250601,SKU-0058,Snacks,West,Retail,50.9,201.06,48.86,152.2
20250701,SKU-0058,Snacks,West,Retail,149.5,590.52,143.52,447.0
20250801,SKU-0058,Snacks,West,Retail,106.6,421.07,102.34,318.73
20250901,SKU-0058,Snacks,West,Retail,156.2,616.99,149.95,467.04
20251001,SKU-0058,Snacks,West,Retail,140.4,554.58,134.78,419.8
20251101,SKU-0058,Snacks,West,Retail,46.7,184.47,44.83,139.64
20251201,SKU-0058,Snacks,West,Retail,166.8,658.86,160.13,498.73
20260101,SKU-0058,Snacks,West,Retail,206.4,815.28,198.14,617.14
20260201,SKU-0058,Snacks,West,Retail,267.6,1057.02,256.9,800.12
20260301,SKU-0058,Snacks,West,Retail,57.1,225.54,54.82,170.72
20260401,SKU-0058,Snacks,West,Retail,221.4,874.53,212.54,661.99
20260501,SKU-0058,Snacks,West,Retail,143.4,566.43,137.66,428.77
20260601,SKU-0058,Snacks,West,Retail,86.1,340.1,82.66,257.44
20240701,SKU-0059,Dairy,South,Retail,246.3,1123.13,362.06,761.07
20240801,SKU-0059,Dairy,South,Retail,124.2,566.35,182.57,383.78
20240901,SKU-0059,Dairy,South,Retail,198.2,903.79,291.35,612.44
20241001,SKU-0059,Dairy,South,Retail,276.4,1260.38,406.31,854.07
20241101,SKU-0059,Dairy,South,Retail,225.2,1026.91,331.04,695.87
20241201,SKU-0059,Dairy,South,Retail,235.8,1075.25,346.63,728.62
20250101,SKU-0059,Dairy,South,Retail,289.8,1321.49,426.01,895.48
20250201,SKU-0059,Dairy,South,Retail,142.2,648.43,209.03,439.4
20250301,SKU-0059,Dairy,South,Retail,139.8,637.49,205.51,431.98
20250401,SKU-0059,Dairy,South,Retail,176.2,803.47,259.01,544.46
20250501,SKU-0059,Dairy,South,Retail,136.6,622.9,200.8,422.1
20250601,SKU-0059,Dairy,South,Retail,313.1,1427.74,460.26,967.48
20250701,SKU-0059,Dairy,South,Retail,240.5,1096.68,353.54,743.14
20250801,SKU-0059,Dairy,South,Retail,305.3,1392.17,448.79,943.38
20250901,SKU-0059,Dairy,South,Retail,279.7,1275.43,411.16,864.27
20251001,SKU-0059,Dairy,South,Retail,173.2,789.79,254.6,535.19
20251101,SKU-0059,Dairy,South,Retail,165.4,754.22,243.14,511.08
20251201,SKU-0059,Dairy,South,Retail,190.5,868.68,280.03,588.65
20260101,SKU-0059,Dairy,South,Retail,183.0,834.48,269.01,565.47
20260201,SKU-0059,Dairy,South,Retail,182.8,833.57,268.72,564.85
20260301,SKU-0059,Dairy,South,Retail,199.9,911.54,293.85,617.69
20260401,SKU-0059,Dairy,South,Retail,223.6,1019.62,328.69,690.93
20260501,SKU-0059,Dairy,South,Retail,294.9,1344.74,433.5,911.24
20260601,SKU-0059,Dairy,South,Retail,363.1,1655.74,533.76,1121.98
20240701,SKU-0060,Frozen,North,Retail,173.7,1226.32,402.98,823.34
20240801,SKU-0060,Frozen,North,Retail,158.0,1115.48,366.56,748.92
20240901,SKU-0060,Frozen,North,Retail,105.5,744.83,244.76,500.07
20241001,SKU-0060,Frozen,North,Retail,190.6,1345.64,442.19,903.45
20241101,SKU-0060,Frozen,North,Retail,192.0,1355.52,445.44,910.08
20241201,SKU-0060,Frozen,North,Retail,152.3,1075.24,353.34,721.9
20250101,SKU-0060,Frozen,North,Retail,143.5,1013.11,332.92,680.19
20250201,SKU-0060,Frozen,North,Retail,131.2,926.27,304.38,621.89
20250301,SKU-0060,Frozen,North,Retail,207.4,1464.24,481.17,983.07
20250401,SKU-0060,Frozen,North,Retail,189.2,1335.75,438.94,896.81
20250501,SKU-0060,Frozen,North,Retail,196.5,1387.29,455.88,931.41
20250601,SKU-0060,Frozen,North,Retail,40.0,282.4,92.8,189.6
20250701,SKU-0060,Frozen,North,Retail,131.2,926.27,304.38,621.89
20250801,SKU-0060,Frozen,North,Retail,280.8,1982.45,651.46,1330.99
20250901,SKU-0060,Frozen,North,Retail,99.6,703.18,231.07,472.11
20251001,SKU-0060,Frozen,North,Retail,162.6,1147.96,377.23,770.73
20251101,SKU-0060,Frozen,North,Retail,83.2,587.39,193.02,394.37
20251201,SKU-0060,Frozen,North,Retail,166.2,1173.37,385.58,787.79
20260101,SKU-0060,Frozen,North,Retail,71.3,503.38,165.42,337.96
20260201,SKU-0060,Frozen,North,Retail,132.4,934.74,307.17,627.57
20260301,SKU-0060,Frozen,North,Retail,165.9,1171.25,384.89,786.36
20260401,SKU-0060,Frozen,North,Retail,148.4,1047.7,344.29,703.41
20260501,SKU-0060,Frozen,North,Retail,80.6,569.04,186.99,382.05
20260601,SKU-0060,Frozen,North,Retail,149.3,1054.06,346.38,707.68
20240701,SKU-0061,Household,Central,Wholesale,103.5,878.72,290.83,587.89
20240801,SKU-0061,Household,Central,Wholesale,62.5,530.62,175.62,355.0
20240901,SKU-0061,Household,Central,Wholesale,105.5,895.7,296.46,599.24
20241001,SKU-0061,Household,Central,Wholesale,49.3,418.56,138.53,280.03
20241101,SKU-0061,Household,Central,Wholesale,86.9,737.78,244.19,493.59
20241201,SKU-0061,Household,Central,Wholesale,95.1,807.4,267.23,540.17
20250101,SKU-0061,Household,Central,Wholesale,100.1,849.85,281.28,568.57
20250201,SKU-0061,Household,Central,Wholesale,111.3,944.94,312.75,632.19
20250301,SKU-0061,Household,Central,Wholesale,98.5,836.26,276.79,559.47
20250401,SKU-0061,Household,Central,Wholesale,122.3,1038.33,343.66,694.67
20250501,SKU-0061,Household,Central,Wholesale,164.2,1394.06,461.4,932.66
20250601,SKU-0061,Household,Central,Wholesale,120.8,1025.59,339.45,686.14
20250701,SKU-0061,Household,Central,Wholesale,131.2,1113.89,368.67,745.22
20250801,SKU-0061,Household,Central,Wholesale,62.8,533.17,176.47,356.7
20250901,SKU-0061,Household,Central,Wholesale,74.4,631.66,209.06,422.6
20251001,SKU-0061,Household,Central,Wholesale,106.4,903.34,298.98,604.36
20251101,SKU-0061,Household,Central,Wholesale,97.7,829.47,274.54,554.93
20251201,SKU-0061,Household,Central,Wholesale,133.3,1131.72,374.57,757.15
20260101,SKU-0061,Household,Central,Wholesale,106.1,900.79,298.14,602.65
20260201,SKU-0061,Household,Central,Wholesale,135.7,1152.09,381.32,770.77
20260301,SKU-0061,Household,Central,Wholesale,147.0,1248.03,413.07,834.96
20260401,SKU-0061,Household,Central,Wholesale,174.7,1483.2,490.91,992.29
20260501,SKU-0061,Household,Central,Wholesale,116.6,989.93,327.65,662.28
20260601,SKU-0061,Household,Central,Wholesale,110.7,939.84,311.07,628.77
20240701,SKU-0062,Personal Care,West,Retail,50.2,581.82,239.96,341.86
20240801,SKU-0062,Personal Care,West,Retail,24.3,281.64,116.15,165.49
20240901,SKU-0062,Personal Care,West,Retail,23.5,272.36,112.33,160.03
20241001,SKU-0062,Personal Care,West,Retail,35.0,405.65,167.3,238.35
20241101,SKU-0062,Personal Care,West,Retail,38.6,447.37,184.51,262.86
20241201,SKU-0062,Personal Care,West,Retail,44.4,514.6,212.23,302.37
20250101,SKU-0062,Personal Care,West,Retail,62.1,719.74,296.84,422.9
20250201,SKU-0062,Personal Care,West,Retail,22.9,265.41,109.46,155.95
20250301,SKU-0062,Personal Care,West,Retail,14.0,162.26,66.92,95.34
20250401,SKU-0062,Personal Care,West,Retail,16.0,185.44,76.48,108.96
20250501,SKU-0062,Personal Care,West,Retail,37.5,434.62,179.25,255.37
20250601,SKU-0062,Personal Care,West,Retail,40.1,464.76,191.68,273.08
20250701,SKU-0062,Personal Care,West,Retail,43.7,506.48,208.89,297.59
20250801,SKU-0062,Personal Care,West,Retail,35.3,409.13,168.73,240.4
20250901,SKU-0062,Personal Care,West,Retail,61.7,715.1,294.93,420.17
20251001,SKU-0062,Personal Care,West,Retail,38.4,445.06,183.55,261.51
20251101,SKU-0062,Personal Care,West,Retail,41.2,477.51,196.94,280.57
20251201,SKU-0062,Personal Care,West,Retail,43.2,500.69,206.5,294.19
20260101,SKU-0062,Personal Care,West,Retail,11.2,129.81,53.54,76.27
20260201,SKU-0062,Personal Care,West,Retail,40.5,469.4,193.59,275.81
20260301,SKU-0062,Personal Care,West,Retail,35.5,411.44,169.69,241.75
20260401,SKU-0062,Personal Care,West,Retail,50.5,585.29,241.39,343.9
20260501,SKU-0062,Personal Care,West,Retail,38.5,446.22,184.03,262.19
20260601,SKU-0062,Personal Care,West,Retail,30.2,350.02,144.36,205.66
20240701,SKU-0063,Confectionery,Central,Retail,80.4,382.7,61.91,320.79
20240801,SKU-0063,Confectionery,Central,Retail,83.8,398.89,64.53,334.36
20240901,SKU-0063,Confectionery,Central,Retail,56.2,267.51,43.27,224.24
20241001,SKU-0063,Confectionery,Central,Retail,88.0,418.88,67.76,351.12
20241101,SKU-0063,Confectionery,Central,Retail,84.8,403.65,65.3,338.35
20241201,SKU-0063,Confectionery,Central,Retail,87.8,417.93,67.61,350.32
20250101,SKU-0063,Confectionery,Central,Retail,69.4,330.34,53.44,276.9
